p=[-3.471;2.48422;1.98794],d=[-0.867751;-0.00394427;0.496984],t=1msg=N/A
p=[-6.94199;2.46843;3.97587],d=[-0.867751;-0.00394422;0.496984],t=2msg=N/A
p=[-10.4182;2.45263;5.96677],d=[-0.867751;-0.00394418;0.496984],t=3.00149msg=N/A
p=[-13.8892;2.43685;7.95471],d=[-0.867751;-0.00394412;0.496984],t=4.00149msg=N/A
p=[-17.3736;2.421;9.95037],d=[-0.867751;-0.00394408;0.496984],t=5.00538msg=N/A
p=[-20.8445;2.40522;11.9382],d=[-0.867751;-0.00394403;0.496984],t=6.00534msg=N/A
p=[-27.7733;2.37373;15.9066],d=[-0.867751;-0.00394399;0.496984],t=8.00155msg=N/A
